Reg;Type;Airline;Time;Date;Flight;From;Found;Source
N966DL;MD88;DL;02:39;2007.01.01;DL1507;FLL-BDL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA006D;MD90-30;JL;02:39;2007.01.01;JL2620;HNA-KIX;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8674;B763;NH;02:39;2007.01.01;NH0377;TOY-CTS;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N832UA;A319;UA;02:39;2007.01.01;UA1242;SNA-DEN-MCI-ORD-PVD;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA845A;DH84;AKX;02:39;2007.01.01;NH1608;KCZ-ITM;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
B-16309;A330;BR;02:39;2007.01.01;BR2128;TPE-NGO;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
JA8166;B743;JL;02:40;2007.01.01;JO0941;NRT-GUM;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N41140;B752;CO;02:40;2007.01.01;CO0022;EWR-EIDW;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N7540A;MD82;AA;02:40;2007.01.01;AA1324;STL-MCO;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N618US;B742;NW;02:40;2007.01.01;000000;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
D-ALCK;MD11F;LH;02:40;2007.01.01;GEC8469;;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
JA8558;A300;JL;02:40;2007.01.01;WDJL00;;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA002D;MD90-30;JL;02:40;2007.01.01;JL1465;HND-MYJ;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N438AA;MD83;AA;02:40;2007.01.01;AA1498;DEN-ORD-FLL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA004D;MD90-30;JL;02:41;2007.01.01;JL1642;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
C-FEJC;E175;AC;02:41;2007.01.01;AC0365;BOS-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
JA8978;B772;JL;02:41;2007.01.01;JL3381;UKB-OKA;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
VN-A151;B772;VN;02:41;2007.01.01;VN0951;NRT-SGN;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N941AN;B738;AA;02:41;2007.01.01;AA0791;LGA-DFW;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
C-FLSS;A320;AC;02:41;2007.01.01;AC0727;LGA-YYZ;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
VH-VYB;B738;QF;02:41;2007.01.01;QF0750;ADL-SYD;syd;ACARS LOG 0000 20070101 to 2359 20070101
JA754A;B773;NH;02:41;2007.01.01;000000;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
VH-OGQ;B763;QF;02:41;2007.01.01;QF6111;POS-TRN;Sutherland NSW Australia;ACARS LOG 0000 20070101 to 2359 20070101
JA011D;A300;JL;02:42;2007.01.01;JL1183;HND-MMB;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
JA011D;A300;JL;02:42;2007.01.01;000000;;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N552JB;A320;JBU;02:42;2007.01.01;B60010;JFK-BUF;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N822MD;E170;RW;02:42;2007.01.01;RW3479;;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N584NK;A321;NK;02:42;2007.01.01;NK0124;RSW-ORD;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
VH-OGD;B763;QF;02:42;2007.01.01;QF0769;MEL-PER;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
C-FEJB;E175;AC;02:42;2007.01.01;AC1053;IAH-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N640AW;A320;HP;02:42;2007.01.01;HP0567;PHX-MCO;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
C-FSJJ;CRJ1;AC;02:42;2007.01.01;QK7917;PHL-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N978AN;B738;AA;02:42;2007.01.01;AA0765;MCO-MIA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
C-GBHR;A319;AC;02:42;2007.01.01;AC0110;YYC-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
VH-VQP;A320;JST;02:43;2007.01.01;JQ0710;SYD-HTI;Sutherland NSW Australia;ACARS LOG 0000 20070101 to 2359 20070101
N12530;E135;BTA;02:43;2007.01.01;XE2860;TLH-IAH;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
N7532A;MD82;AA;02:43;2007.01.01;AA1442;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N386DA;B738;DL;02:43;2007.01.01;DL1580;PDX-CVG-DCA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8907;B744;JL;02:43;2007.01.01;JL1008;CTS-HND;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N16234;B738;CO;02:43;2007.01.01;CO1488;IAH-DTW;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
PT-MZN;A320;KK;02:43;2007.01.01;JJPZ72;;Burzaco, Argentina;ACARS LOG 0000 20070101 to 2359 20070101
N549US;B752;NW;02:43;2007.01.01;NW0080;KIX-GUM;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
JA8085;B744;JL;02:44;2007.01.01;000000;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA004D;MD90-30;JL;02:44;2007.01.01;JD1642;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N1402A;B763;DL;02:44;2007.01.01;DL1570;SAN-CVG;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
N713AE;E135;MQ;02:44;2007.01.01;MQ4616;;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
6Y-JMR;A321;JM;02:44;2007.01.01;JM0041;KIN-MBJ-BWI;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8387;A320;NH;02:44;2007.01.01;NH0571;HND-WKJ;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8362;B763;NH;02:44;2007.01.01;000000;;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N24224;B738;CO;02:44;2007.01.01;CO0479;IAH-SAT;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
JA8362;B763;NH;02:44;2007.01.01;NH0927;NRT-TAO;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N668AA;B752;AA;02:44;2007.01.01;AA1904;SNA-ORD-MIA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N167US;A321;US;02:44;2007.01.01;US1194;SAN-PHX-PHL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8920;B744;JL;02:44;2007.01.01;JL0950;ICN-NRT;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N374AA;B763;AA;02:44;2007.01.01;AA0038;DFW-LSZH;Sherbrooke, Quebec, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N582JB;A320;JBU;02:45;2007.01.01;B60035;JFK-PBI;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N586JB;A320;JBU;02:45;2007.01.01;B60456;FLL-BOS;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N480UA;A320;UA;02:45;2007.01.01;UA1536;LAS-ORD;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N943DL;MD88;DL;02:45;2007.01.01;DL1099;ATL-DEN;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
N593JB;A320;JBU;02:45;2007.01.01;B60089;JFK-ONT;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
VH-VXA;B738;QF;02:45;2007.01.01;QF0433;SYD-MEL;Sutherland NSW Australia;ACARS LOG 0000 20070101 to 2359 20070101
SU-GCI;A330;MS;02:46;2007.01.01;MSR853;;Sheffield 53.31N,1.35W 755ft ASL UK;ACARS LOG 0000 20070101 to 2359 20070101
JA8020;MD90-30;JL;02:46;2007.01.01;JD1224;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA202A;A320;NH;02:46;2007.01.01;NH0941;NGO-ICN;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
JA8375;A300;JL;02:46;2007.01.01;JL1404;TAK-HND;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8358;B763;NH;02:46;2007.01.01;000000;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8399;B763;JL;02:47;2007.01.01;000000;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
PH-MCG;B763;MP;02:47;2007.01.01;MP0640;MMUN-EHAM;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N182AN;B752;AA;02:47;2007.01.01;AA2186;CUN-MIA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA8674;B763;NH;02:47;2007.01.01;000000;;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N679DA;B752;DL;02:47;2007.01.01;DL1068;SNA-CVG;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
D-AISE;A321;LH;02:48;2007.01.01;LH0000;;nr Frankfurt/Rhein-Main EDDF;ACARS LOG 0000 20070101 to 2359 20070101
N756US;A319;US;02:48;2007.01.01;US1450;DCA-PHL;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
C-GBIP;A319;AC;02:48;2007.01.01;AC1222;YUL-FLL;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
C-FMXC;B763;AC;02:48;2007.01.01;AC0888;YOW-EGLL;Goose Bay, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N273AY;A333;US;02:48;2007.01.01;US0774;LAS-PHL-EGKK;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
DQ-FJH;B738;FJ;02:48;2007.01.01;FJ0940;SYD-SUV;Sutherland NSW Australia;ACARS LOG 0000 20070101 to 2359 20070101
N647DL;B752;DL;02:48;2007.01.01;DL0937;ATL-PBI;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
VH-TJI;B734;QF;02:48;2007.01.01;TN0432;MEL-SYD;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
N708PS;CRJ7;JIA;02:48;2007.01.01;US2243;MDT-CLT;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N70401;MD82;AA;02:48;2007.01.01;AA1887;BOS-DFW;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
G-MONC;B752;ZB;02:48;2007.01.01;ZB0620;;Leeds;ACARS LOG 0000 20070101 to 2359 20070101
JA8959;B744;NH;02:49;2007.01.01;000000;;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8947;A320;NH;02:49;2007.01.01;NH0322;KIJ-FUK;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N341NW;A320;NW;02:49;2007.01.01;NW0854;MCO-MKE;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA8287;B763;NH;02:49;2007.01.01;NH0401;UKB-CTS;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N662AW;A320;HP;02:49;2007.01.01;HP0631;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
C-FMSV;A320;AC;02:49;2007.01.01;AC0793;YYZ-LAX;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N914DL;MD88;DL;02:50;2007.01.01;DL0657;BOS-MCO;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N820MD;E170;RW;02:50;2007.01.01;RW3407;STL-PHL;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N933AN;B738;AA;02:50;2007.01.01;AA1880;CUR-MIA-MSP;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N336NW;A320;NW;02:50;2007.01.01;NW0538;CLE-DTW-LGA;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N625AW;A320;HP;02:50;2007.01.01;HP0322;LAS-ORD;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N966QS;C750;---;02:50;2007.01.01;GS0001;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8998;B734;JL;02:50;2007.01.01;JC2380;KMJ-ITM;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N802MD;E170;RPA;02:50;2007.01.01;RW3338;;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
HB-JRC;CL604;---;02:51;2007.01.01;UV0464;;Switzerland, Aarau;ACARS LOG 0000 20070101 to 2359 20070101
C-GHLU;B763;AC;02:51;2007.01.01;AC0848;YYZ-EGLL;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N431AA;MD82;AA;02:51;2007.01.01;AA0520;BUR-DFW-SAT;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
VN-A143;B772;VN;02:52;2007.01.01;VN0782;SYD-SGN-HAN;Sutherland NSW Australia;ACARS LOG 0000 20070101 to 2359 20070101
VH-TJU;B734;QF;02:52;2007.01.01;TN0683;MEL-ADL;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
HL7743;B772;KE;02:52;2007.01.01;KE0701;ICN-NRT;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N182AN;B752;AA;02:52;2007.01.01;AA0000;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
B-HNN;B773;CX;02:52;2007.01.01;000000;;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N449US;B734;US;02:52;2007.01.01;US1056;BWI-CLT-PBI;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N933FR;A319;FFT;02:52;2007.01.01;F92357;DEN-TPA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
HS-TJG;B772;TG;02:52;2007.01.01;TG0645;NGO-BKK;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA02MC;A320;;02:52;2007.01.01;000000;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8085;B744;JL;02:52;2007.01.01;JO0089;HNL-NRT;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8967;B772;NH;02:53;2007.01.01;NH0424;FUK-ITM;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
JA8984;B772;JL;02:53;2007.01.01;JL1511;HND-ITM;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N909AE;E145;MQ;02:53;2007.01.01;MQ3997;;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
N70504;MD82;AA;02:53;2007.01.01;AA1632;DFW-FLL;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
C-FZUG;A319;AC;02:53;2007.01.01;AC0149;YYZ-YVR;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
VH-ZXG;B763;QF;02:54;2007.01.01;QF0435;SYD-MEL;Sutherland NSW Australia;ACARS LOG 0000 20070101 to 2359 20070101
N438UA;A320;UA;02:54;2007.01.01;UA1429;IAD-MIA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N666US;B744;NW;02:54;2007.01.01;NW0070;RJBB-DTW;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N954AN;B738;AA;02:54;2007.01.01;AA2075;MIA-MSP;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA705J;B772;JL;02:54;2007.01.01;YOWDJL;;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
VH-TJL;B734;QF;02:55;2007.01.01;QF0526;SYD-BNE;Sutherland NSW Australia;ACARS LOG 0000 20070101 to 2359 20070101
N675DL;B752;DL;02:55;2007.01.01;DL1171;ATL-STL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N659AW;A320;HP;02:55;2007.01.01;HP0217;SNA-PHX-BOS;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8377;A300;JL;02:55;2007.01.01;JL1105;HND-AKJ;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N402A;MD82;AA;02:55;2007.01.01;AA1297;LGA-ATL;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
N720AE;E135;MQ;02:55;2007.01.01;MQ4815;;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
C-GBHN;A319;AC;02:55;2007.01.01;AC0670;YUL-YHZ;Sherbrooke, Quebec, Canada;ACARS LOG 0000 20070101 to 2359 20070101
9M-MRH;B772;MH;02:56;2007.01.01;MH0089;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8062;MD90-30;JL;02:56;2007.01.01;JL2050;FUK-ITM;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N731BE;E135;MQ;02:56;2007.01.01;MQ4583;;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N834MH;B764;DL;02:56;2007.01.01;DL0389;BDL-ATL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N730US;A319;US;02:56;2007.01.01;US1775;IAD-CLT-RDU;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
G-BXKC;A320;MT;02:56;2007.01.01;U50181;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA8960;B744;NH;02:56;2007.01.01;NH0249;;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N290AA;MD82;AA;02:57;2007.01.01;AA0644;TUL-ORD-DCA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N711UW;A319;US;02:57;2007.01.01;US1138;MSY-PHL;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
JA8561;A300;JL;02:57;2007.01.01;JL1433;HND-TKS;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N237AA;MD82;AA;02:57;2007.01.01;AA0750;;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
N265AV;A320;GWY;02:57;2007.01.01;U50779;RSW-DTW;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N435AA;MD83;AA;02:57;2007.01.01;AA0426;DFW-BNA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N671US;B744;NW;02:57;2007.01.01;NW0072;RJGG-DTW;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N675AW;A320;HP;02:58;2007.01.01;HP0418;LAS-PHX-BDL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
VH-VYJ;B738;QF;02:58;2007.01.01;QF0616;MEL-BNE;syd;ACARS LOG 0000 20070101 to 2359 20070101
VH-TJJ;B734;QF;02:58;2007.01.01;TN0615;BNE-MEL;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
JA8920;B744;JL;02:59;2007.01.01;000000;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N913QS;C750;---;02:59;2007.01.01;GS0001;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
C-GKEU;CRJ2;QK;02:59;2007.01.01;QK8928;YYZ-YQB;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N216PS;CRJ2;JIA;02:59;2007.01.01;US2389;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N829AW;A319;HP;02:59;2007.01.01;HP0046;SFO-PHX-DCA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N6712B;B752;DL;02:59;2007.01.01;DL0774;LAS-ATL;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
JA751J;B773;JL;02:59;2007.01.01;JL1713;HND-FUK;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N993EX;DA900EX;---;02:59;2007.01.01;XA0001;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8198;B772;NH;03:00;2007.01.01;NH0676;HIJ-HND;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N624AW;A320;HP;03:00;2007.01.01;HP0183;SAN-PHX;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
N501AA;MD82;AA;03:00;2007.01.01;AA1536;SAN-STL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N671AA;B752;AA;03:00;2007.01.01;AA1283;ATL-DFW;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
PH-HZG;B738;HV;03:00;2007.01.01;SY0572;CUN-MSP;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
JA8389;A320;NH;03:00;2007.01.01;NH0418;KOJ-UKB;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N832HK;E145;LOF;03:00;2007.01.01;AX8039;ORD-STL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N675MC;DC9-51;NW;03:01;2007.01.01;NW0934;MEM-ORD;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N401UA;A320;UA;03:01;2007.01.01;UA1582;ORD-MCO;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N983DL;MD88;DL;03:01;2007.01.01;DL1736;MCO-LGA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
VH-TJN;B734;QF;03:01;2007.01.01;TN0952;;syd;ACARS LOG 0000 20070101 to 2359 20070101
N923AE;E145;MQ;03:01;2007.01.01;MQ3815;;Lawrenceville;ACARS LOG 0000 20070101 to 2359 20070101
C-GJMI;DH81;QK;03:01;2007.01.01;QK8792;YUL-YSJ;Sherbrooke, Quebec, Canada;ACARS LOG 0000 20070101 to 2359 20070101
C-FMST;A320;AC;03:01;2007.01.01;AC0129;YUL-YVR;North Bay, Ontario Canada;ACARS LOG 0000 20070101 to 2359 20070101
N967SW;CRJ2;OO;03:01;2007.01.01;OO6939;ORD-SPI-ORD;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
C-FEJP;E175;AC;03:01;2007.01.01;AC1049;DFW-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
C-FFYG;E175;AC;03:01;2007.01.01;AC0671;YHZ-YUL;Sherbrooke, Quebec, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N254PS;CRJ2;JIA;03:01;2007.01.01;US9340;;Lawrenceville;ACARS LOG 0000 20070101 to 2359 20070101
JA8981;B772;JL;03:01;2007.01.01;JL1508;;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N478UA;A320;UA;03:02;2007.01.01;UA1644;LAX-LAS-DEN-TPA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
B-2308;A300;MU;03:02;2007.01.01;MU0272;NRT-PVG-PEK;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N642AA;B752;AA;03:02;2007.01.01;AA2160;SXM-MIA-LGA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA006D;MD90-30;JL;03:02;2007.01.01;IXOOJL;;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8066;MD90-30;JL;03:02;2007.01.01;JD3140;;Tokyo Japan SUB;ACARS LOG 0000 20070101 to 2359 20070101
JA813J;B743;JL;03:03;2007.01.01;JL1710;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N642AA;B752;AA;03:03;2007.01.01;AA0000;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N968AS;MD83;AS;03:03;2007.01.01;AS0359;OAK-SEA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N624US;B742;NW;03:03;2007.01.01;NW0076;NRT-SPN;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8659;A300;JL;03:03;2007.01.01;JL1144;KUH-HND;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N624US;B742;NW;03:03;2007.01.01;000000;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8065;MD90-30;JL;03:04;2007.01.01;JD1884;;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
JA8080;B744;JL;03:04;2007.01.01;JL0781;NRT-PEK;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
JA8383;A320;EL;03:04;2007.01.01;NH0907;NRT-ICN;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
JA8659;A300;JL;03:04;2007.01.01;WDJL00;;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
VH-TJS;B734;QF;03:04;2007.01.01;TN0431;SYD-MEL;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
C-GARJ;A319;AC;03:04;2007.01.01;AC0563;SFO-YVR;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
PH-MCH;B763;MP;03:04;2007.01.01;MP0664;PBM-AMS;4 miles SW EGSH;ACARS LOG 0000 20070101 to 2359 20070101
VH-VQW;A320;JST;03:05;2007.01.01;JQ0031;MEL-HBA;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
N12349;B733;CO;03:05;2007.01.01;CO1788;CUN-EWR;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA8356;B763;NH;03:05;2007.01.01;NH0175;KIX-HKG;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N676AW;A320;HP;03:05;2007.01.01;HP0683;RNO-PHX-EWR;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N564JB;A320;JBU;03:05;2007.01.01;B60382;FLL-LGA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA8066;MD90-30;JL;03:05;2007.01.01;JL3140;AOJ-NGO;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8959;B744;NH;03:05;2007.01.01;NH0056;CTS-HND;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8398;B763;JL;03:06;2007.01.01;JL1275;HND-KMQ;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
JA011D;A300;JL;03:06;2007.01.01;WDJL00;;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N624JB;A320;JBU;03:06;2007.01.01;B60512;FLL-EWR;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
D-ALCM;MD11F;LH;03:06;2007.01.01;LH8607;;acarsd.org home - Hungary appr. 150km from BUD;ACARS LOG 0000 20070101 to 2359 20070101
N527UA;B752;UA;03:07;2007.01.01;UA0115;DTW-ORD-LAX;Urbandale, IA;ACARS LOG 0000 20070101 to 2359 20070101
JA711A;B772;NH;03:07;2007.01.01;000000;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA711A;B772;NH;03:07;2007.01.01;NH0853;HND-HKD;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N213PS;CRJ2;JIA;03:07;2007.01.01;US2392;MOB-CLT-IND;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
VH-VXT;B738;QF;03:07;2007.01.01;QF0642;;Perth, Western Australia;ACARS LOG 0000 20070101 to 2359 20070101
N594JB;A320;JBU;03:07;2007.01.01;B60029;JFK-TPA;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
